,Iteration,B Type,Constructor,Land Cost,A type,A Size- Sq.Meters,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-Education,U3-Education,M2-Education,Quota_M2-Education,Merge_M2-Education,Residual_M2-Education,M1-Education,S,SI,Price Difference,Price Difference- After Subsidy,Percent,U2- Subsidy,M2- Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,Constructor Profit
4354,436,B2,5,1663770,A5,147,2487264,2544909,13.0%,2810608,2875747,2841809,2909227,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67418,64418,2.214%,27.274%,0,0,0,0,200,0
4355,436,B2,6,1663770,A5,147,2487264,2544909,12.5%,2798172,2863022,2828938,2896058,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67120,64120,2.214%,27.274%,0,0,0,0,200,0
4356,436,B2,7,1663770,A5,147,2487264,2544909,12.0%,2785736,2850298,2816066,2882888,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66822,63822,2.214%,27.274%,0,0,0,0,200,0
4357,436,B2,8,1663770,A5,147,2487264,2544909,11.5%,2773299,2837573,2803194,2869718,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66523,63523,2.214%,27.274%,0,0,0,0,200,0
4358,436,B2,9,1663770,A5,147,2487264,2544909,11.0%,2760863,2824849,2790323,2856548,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66225,63225,2.213%,27.274%,0,0,0,0,200,0
4359,436,B2,10,1663770,A5,147,2487264,2544909,10.5%,2748427,2812124,2777451,2843378,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65927,62927,2.213%,27.274%,0,0,0,0,200,0
4360,437,B3,1,1183094,A5,147,2006588,2064233,15.0%,2307576,2373867,2321171,2389782,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,68611,65611,2.745%,27.274%,545,200,200,345,0,0
4361,437,B3,2,1183094,A5,147,2006588,2064233,14.5%,2297543,2363546,2310787,2379100,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,68313,65313,2.745%,27.274%,345,200,200,145,0,0
4362,437,B3,3,1183094,A5,147,2006588,2064233,14.0%,2287510,2353225,2300403,2368418,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,68015,65015,2.745%,27.274%,145,145,200,0,0,0
4363,437,B3,4,1183094,A5,147,2006588,2064233,13.5%,2277477,2342904,2290019,2357735,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67717,64717,2.745%,27.274%,0,0,0,0,200,0
4364,437,B3,5,1183094,A5,147,2006588,2064233,13.0%,2267444,2332583,2279635,2347053,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67418,64418,2.745%,27.274%,0,0,0,0,200,0
4365,437,B3,6,1183094,A5,147,2006588,2064233,12.5%,2257412,2322262,2269250,2336370,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67120,64120,2.744%,27.274%,0,0,0,0,200,0
4366,437,B3,7,1183094,A5,147,2006588,2064233,12.0%,2247379,2311940,2258866,2325688,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66822,63822,2.744%,27.274%,0,0,0,0,200,0
4367,437,B3,8,1183094,A5,147,2006588,2064233,11.5%,2237346,2301619,2248482,2315006,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66523,63523,2.744%,27.274%,0,0,0,0,200,0
4368,437,B3,9,1183094,A5,147,2006588,2064233,11.0%,2227313,2291298,2238098,2304323,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66225,63225,2.744%,27.274%,0,0,0,0,200,0
4369,437,B3,10,1183094,A5,147,2006588,2064233,10.5%,2217280,2280977,2227714,2293641,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65927,62927,2.744%,27.274%,0,0,0,0,200,0
4370,438,B4,1,930283,A5,147,1753777,1811422,15.0%,2016844,2083135,2020263,2088874,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,68611,65611,3.141%,27.274%,545,200,200,345,0,0
4371,438,B4,2,930283,A5,147,1753777,1811422,14.5%,2008075,2074078,2011187,2079500,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,68313,65313,3.141%,27.274%,345,200,200,145,0,0
4372,438,B4,3,930283,A5,147,1753777,1811422,14.0%,1999306,2065021,2002111,2070126,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,68015,65015,3.141%,27.274%,145,145,200,0,0,0
4373,438,B4,4,930283,A5,147,1753777,1811422,13.5%,1990537,2055963,1993035,2060752,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67717,64717,3.14%,27.274%,0,0,0,0,200,0
4374,438,B4,5,930283,A5,147,1753777,1811422,13.0%,1981768,2046906,1983959,2051378,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67418,64418,3.14%,27.274%,0,0,0,0,200,0
4375,438,B4,6,930283,A5,147,1753777,1811422,12.5%,1972999,2037849,1974884,2042004,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,67120,64120,3.14%,27.274%,0,0,0,0,200,0
4376,438,B4,7,930283,A5,147,1753777,1811422,12.0%,1964230,2028792,1965808,2032629,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66822,63822,3.14%,27.274%,0,0,0,0,200,0
4377,438,B4,8,930283,A5,147,1753777,1811422,11.5%,1955461,2019735,1956732,2023255,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66523,63523,3.14%,27.274%,0,0,0,0,200,0
4378,438,B4,9,930283,A5,147,1753777,1811422,11.0%,1946692,2010678,1947656,2013881,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,66225,63225,3.139%,27.274%,0,0,0,0,200,0
4379,438,B4,10,930283,A5,147,1753777,1811422,10.5%,1937924,2001621,1938580,2004507,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65927,62927,3.139%,27.274%,0,0,0,0,200,0
4380,439,B5,1,663515,A5,147,1487009,1544654,15.0%,1710060,1776352,1710060,1776352,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,66291,63291,3.563%,27.274%,545,200,200,345,0,0
4381,439,B5,2,663515,A5,147,1487009,1544654,14.5%,1702625,1768628,1702625,1768628,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,66003,63003,3.562%,27.274%,345,200,200,145,0,0
4382,439,B5,3,663515,A5,147,1487009,1544654,14.0%,1695190,1760905,1695190,1760905,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,65715,62715,3.562%,27.274%,145,145,200,0,0,0
4383,439,B5,4,663515,A5,147,1487009,1544654,13.5%,1687755,1753182,1687755,1753182,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65427,62427,3.561%,27.274%,0,0,0,0,200,0
4384,439,B5,5,663515,A5,147,1487009,1544654,13.0%,1680320,1745459,1680320,1745459,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65138,62138,3.56%,27.274%,0,0,0,0,200,0
4385,439,B5,6,663515,A5,147,1487009,1544654,12.5%,1672885,1737735,1672885,1737735,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64850,61850,3.559%,27.274%,0,0,0,0,200,0
4386,439,B5,7,663515,A5,147,1487009,1544654,12.0%,1665450,1730012,1665450,1730012,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64562,61562,3.558%,27.274%,0,0,0,0,200,0
4387,439,B5,8,663515,A5,147,1487009,1544654,11.5%,1658015,1722289,1658015,1722289,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64274,61274,3.558%,27.274%,0,0,0,0,200,0
4388,439,B5,9,663515,A5,147,1487009,1544654,11.0%,1650580,1714565,1650580,1714565,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,63985,60985,3.557%,27.274%,0,0,0,0,200,0
4389,439,B5,10,663515,A5,147,1487009,1544654,10.5%,1643145,1706842,1643145,1706842,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,63697,60697,3.556%,27.274%,0,0,0,0,200,0
4390,440,B6,1,463951,A5,147,1287445,1345090,15.0%,1480562,1546853,1480562,1546853,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,66291,63291,4.092%,27.274%,545,200,200,345,0,0
4391,440,B6,2,463951,A5,147,1287445,1345090,14.5%,1474125,1540128,1474125,1540128,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,66003,63003,4.091%,27.274%,345,200,200,145,0,0
4392,440,B6,3,463951,A5,147,1287445,1345090,14.0%,1467687,1533402,1467687,1533402,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,65715,62715,4.09%,27.274%,145,145,200,0,0,0
4393,440,B6,4,463951,A5,147,1287445,1345090,13.5%,1461250,1526677,1461250,1526677,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65427,62427,4.089%,27.274%,0,0,0,0,200,0
4394,440,B6,5,463951,A5,147,1287445,1345090,13.0%,1454813,1519951,1454813,1519951,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65138,62138,4.088%,27.274%,0,0,0,0,200,0
4395,440,B6,6,463951,A5,147,1287445,1345090,12.5%,1448376,1513226,1448376,1513226,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64850,61850,4.087%,27.274%,0,0,0,0,200,0
4396,440,B6,7,463951,A5,147,1287445,1345090,12.0%,1441938,1506500,1441938,1506500,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64562,61562,4.086%,27.274%,0,0,0,0,200,0
4397,440,B6,8,463951,A5,147,1287445,1345090,11.5%,1435501,1499775,1435501,1499775,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64274,61274,4.086%,27.274%,0,0,0,0,200,0
4398,440,B6,9,463951,A5,147,1287445,1345090,11.0%,1429064,1493049,1429064,1493049,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,63985,60985,4.085%,27.274%,0,0,0,0,200,0
4399,440,B6,10,463951,A5,147,1287445,1345090,10.5%,1422627,1486324,1422627,1486324,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,63697,60697,4.084%,27.274%,0,0,0,0,200,0
4400,441,B7,1,246097,A5,147,1069591,1127236,15.0%,1230030,1296321,1230030,1296321,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,66291,63291,4.882%,27.274%,545,200,200,345,0,0
4401,441,B7,2,246097,A5,147,1069591,1127236,14.5%,1224682,1290685,1224682,1290685,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,66003,63003,4.881%,27.274%,345,200,200,145,0,0
4402,441,B7,3,246097,A5,147,1069591,1127236,14.0%,1219334,1285049,1219334,1285049,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,65715,62715,4.88%,27.274%,145,145,200,0,0,0
4403,441,B7,4,246097,A5,147,1069591,1127236,13.5%,1213986,1279412,1213986,1279412,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65427,62427,4.879%,27.274%,0,0,0,0,200,0
4404,441,B7,5,246097,A5,147,1069591,1127236,13.0%,1208638,1273776,1208638,1273776,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,65138,62138,4.878%,27.274%,0,0,0,0,200,0
4405,441,B7,6,246097,A5,147,1069591,1127236,12.5%,1203290,1268140,1203290,1268140,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64850,61850,4.877%,27.274%,0,0,0,0,200,0
4406,441,B7,7,246097,A5,147,1069591,1127236,12.0%,1197942,1262504,1197942,1262504,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64562,61562,4.876%,27.274%,0,0,0,0,200,0
4407,441,B7,8,246097,A5,147,1069591,1127236,11.5%,1192594,1256868,1192594,1256868,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,64274,61274,4.875%,27.274%,0,0,0,0,200,0
4408,441,B7,9,246097,A5,147,1069591,1127236,11.0%,1187246,1251231,1187246,1251231,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,63985,60985,4.874%,27.274%,0,0,0,0,200,0
4409,441,B7,10,246097,A5,147,1069591,1127236,10.5%,1181898,1245595,1181898,1245595,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,63697,60697,4.873%,27.274%,0,0,0,0,200,0
4410,442,B1,1,2769804,A6,176,3755756,3824773,15.0%,4319119,4398489,4403118,4485265,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,82147,79147,1.765%,27.274%,545,200,200,345,0,0
4411,442,B1,2,2769804,A6,176,3755756,3824773,14.5%,4300341,4379365,4383682,4465472,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,81790,78790,1.764%,27.274%,345,200,200,145,0,0
4412,442,B1,3,2769804,A6,176,3755756,3824773,14.0%,4281562,4360241,4364246,4445679,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,81433,78433,1.764%,27.274%,145,145,200,0,0,0
4413,442,B1,4,2769804,A6,176,3755756,3824773,13.5%,4262783,4341117,4344810,4425886,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,81076,78076,1.764%,27.274%,0,0,0,0,200,0
4414,442,B1,5,2769804,A6,176,3755756,3824773,13.0%,4244004,4321993,4325374,4406092,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80718,77718,1.764%,27.274%,0,0,0,0,200,0
4415,442,B1,6,2769804,A6,176,3755756,3824773,12.5%,4225226,4302869,4305938,4386299,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80361,77361,1.764%,27.274%,0,0,0,0,200,0
4416,442,B1,7,2769804,A6,176,3755756,3824773,12.0%,4206447,4283745,4286502,4366506,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80004,77004,1.764%,27.274%,0,0,0,0,200,0
4417,442,B1,8,2769804,A6,176,3755756,3824773,11.5%,4187668,4264621,4267066,4346713,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79647,76647,1.763%,27.274%,0,0,0,0,200,0
4418,442,B1,9,2769804,A6,176,3755756,3824773,11.0%,4168889,4245498,4247630,4326920,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79290,76290,1.763%,27.274%,0,0,0,0,200,0
4419,442,B1,10,2769804,A6,176,3755756,3824773,10.5%,4150110,4226374,4228194,4307126,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78933,75933,1.763%,27.274%,0,0,0,0,200,0
4420,443,B2,1,1663770,A6,176,2649722,2718739,15.0%,3047180,3126549,3086661,3168808,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,82147,79147,2.498%,27.274%,545,200,200,345,0,0
4421,443,B2,2,1663770,A6,176,2649722,2718739,14.5%,3033932,3112956,3072949,3154739,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,81790,78790,2.498%,27.274%,345,200,200,145,0,0
4422,443,B2,3,1663770,A6,176,2649722,2718739,14.0%,3020683,3099362,3059237,3140669,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,81433,78433,2.497%,27.274%,145,145,200,0,0,0
4423,443,B2,4,1663770,A6,176,2649722,2718739,13.5%,3007434,3085768,3045524,3126600,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,81076,78076,2.497%,27.274%,0,0,0,0,200,0
4424,443,B2,5,1663770,A6,176,2649722,2718739,13.0%,2994186,3072175,3031812,3112530,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80718,77718,2.497%,27.274%,0,0,0,0,200,0
4425,443,B2,6,1663770,A6,176,2649722,2718739,12.5%,2980937,3058581,3018100,3098461,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80361,77361,2.497%,27.274%,0,0,0,0,200,0
4426,443,B2,7,1663770,A6,176,2649722,2718739,12.0%,2967689,3044987,3004387,3084391,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80004,77004,2.497%,27.274%,0,0,0,0,200,0
4427,443,B2,8,1663770,A6,176,2649722,2718739,11.5%,2954440,3031394,2990675,3070322,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79647,76647,2.496%,27.274%,0,0,0,0,200,0
4428,443,B2,9,1663770,A6,176,2649722,2718739,11.0%,2941191,3017800,2976963,3056252,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79290,76290,2.496%,27.274%,0,0,0,0,200,0
4429,443,B2,10,1663770,A6,176,2649722,2718739,10.5%,2927943,3004206,2963250,3042183,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78933,75933,2.496%,27.274%,0,0,0,0,200,0
4430,444,B3,1,1183094,A6,176,2169046,2238063,15.0%,2494403,2573772,2514537,2596684,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,82147,79147,3.048%,27.274%,545,200,200,345,0,0
4431,444,B3,2,1183094,A6,176,2169046,2238063,14.5%,2483558,2562582,2503312,2585102,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,81790,78790,3.048%,27.274%,345,200,200,145,0,0
4432,444,B3,3,1183094,A6,176,2169046,2238063,14.0%,2472712,2551391,2492087,2573520,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,81433,78433,3.048%,27.274%,145,145,200,0,0,0
4433,444,B3,4,1183094,A6,176,2169046,2238063,13.5%,2461867,2540201,2480862,2561938,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,81076,78076,3.048%,27.274%,0,0,0,0,200,0
4434,444,B3,5,1183094,A6,176,2169046,2238063,13.0%,2451022,2529011,2469637,2550356,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80718,77718,3.047%,27.274%,0,0,0,0,200,0
4435,444,B3,6,1183094,A6,176,2169046,2238063,12.5%,2440177,2517820,2458413,2538774,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80361,77361,3.047%,27.274%,0,0,0,0,200,0
4436,444,B3,7,1183094,A6,176,2169046,2238063,12.0%,2429332,2506630,2447188,2527192,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80004,77004,3.047%,27.274%,0,0,0,0,200,0
4437,444,B3,8,1183094,A6,176,2169046,2238063,11.5%,2418486,2495440,2435963,2515610,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79647,76647,3.047%,27.274%,0,0,0,0,200,0
4438,444,B3,9,1183094,A6,176,2169046,2238063,11.0%,2407641,2484250,2424738,2504028,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79290,76290,3.047%,27.274%,0,0,0,0,200,0
4439,444,B3,10,1183094,A6,176,2169046,2238063,10.5%,2396796,2473059,2413513,2492446,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78933,75933,3.047%,27.274%,0,0,0,0,200,0
4440,445,B4,1,930283,A6,176,1916235,1985252,15.0%,2203670,2283039,2213628,2295775,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,82147,79147,3.448%,27.274%,545,200,200,345,0,0
4441,445,B4,2,930283,A6,176,1916235,1985252,14.5%,2194089,2273113,2203712,2285502,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,81790,78790,3.447%,27.274%,345,200,200,145,0,0
4442,445,B4,3,930283,A6,176,1916235,1985252,14.0%,2184508,2263187,2193795,2275228,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,81433,78433,3.447%,27.274%,145,145,200,0,0,0
4443,445,B4,4,930283,A6,176,1916235,1985252,13.5%,2174927,2253261,2183879,2264954,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,81076,78076,3.447%,27.274%,0,0,0,0,200,0
4444,445,B4,5,930283,A6,176,1916235,1985252,13.0%,2165346,2243334,2173962,2254681,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80718,77718,3.447%,27.274%,0,0,0,0,200,0
4445,445,B4,6,930283,A6,176,1916235,1985252,12.5%,2155764,2233408,2164046,2244407,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80361,77361,3.447%,27.274%,0,0,0,0,200,0
4446,445,B4,7,930283,A6,176,1916235,1985252,12.0%,2146183,2223482,2154129,2234133,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,80004,77004,3.447%,27.274%,0,0,0,0,200,0
4447,445,B4,8,930283,A6,176,1916235,1985252,11.5%,2136602,2213556,2144213,2223860,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79647,76647,3.447%,27.274%,0,0,0,0,200,0
4448,445,B4,9,930283,A6,176,1916235,1985252,11.0%,2127021,2203629,2134296,2213586,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79290,76290,3.446%,27.274%,0,0,0,0,200,0
4449,445,B4,10,930283,A6,176,1916235,1985252,10.5%,2117440,2193703,2124380,2203312,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78933,75933,3.446%,27.274%,0,0,0,0,200,0
4450,446,B5,1,663515,A6,176,1649467,1718484,15.0%,1896887,1976256,1896887,1978255,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,81368,78368,3.961%,27.274%,545,200,200,345,0,0
4451,446,B5,2,663515,A6,176,1649467,1718484,14.5%,1888640,1967664,1888640,1969362,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,80722,77722,3.947%,27.274%,345,200,200,145,0,0
4452,446,B5,3,663515,A6,176,1649467,1718484,14.0%,1880392,1959071,1880392,1960468,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,80076,77076,3.932%,27.274%,145,145,200,0,0,0
4453,446,B5,4,663515,A6,176,1649467,1718484,13.5%,1872145,1950479,1872145,1951575,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,79430,76430,3.916%,27.274%,0,0,0,0,200,0
4454,446,B5,5,663515,A6,176,1649467,1718484,13.0%,1863898,1941887,1863898,1942682,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78784,75784,3.901%,27.274%,0,0,0,0,200,0
4455,446,B5,6,663515,A6,176,1649467,1718484,12.5%,1855650,1933294,1855650,1933789,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78139,75139,3.886%,27.274%,0,0,0,0,200,0
4456,446,B5,7,663515,A6,176,1649467,1718484,12.0%,1847403,1924702,1847403,1924896,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,77493,74493,3.87%,27.274%,0,0,0,0,200,0
4457,446,B5,8,663515,A6,176,1649467,1718484,11.5%,1839156,1916109,1839156,1916109,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,76954,73954,3.86%,27.274%,0,0,0,0,200,0
4458,446,B5,9,663515,A6,176,1649467,1718484,11.0%,1830908,1907517,1830908,1907517,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,76608,73608,3.859%,27.274%,0,0,0,0,200,0
4459,446,B5,10,663515,A6,176,1649467,1718484,10.5%,1822661,1898924,1822661,1898924,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,76263,73263,3.858%,27.274%,0,0,0,0,200,0
4460,447,B6,1,463951,A6,176,1449903,1518920,15.0%,1667388,1746758,1667388,1746758,Education,6000000,9000000,9,5e-05,27.274%,42.726%,545,200,200,345,0,3000,0.1,79369,76369,4.372%,27.274%,545,200,200,345,0,0
4461,447,B6,2,463951,A6,176,1449903,1518920,14.5%,1660139,1739163,1660139,1739163,Education,6000000,9000000,9,5e-05,27.274%,42.726%,345,200,200,145,0,3000,0.1,79024,76024,4.371%,27.274%,345,200,200,145,0,0
4462,447,B6,3,463951,A6,176,1449903,1518920,14.0%,1652889,1731568,1652889,1731568,Education,6000000,9000000,9,5e-05,27.274%,42.726%,145,145,200,0,0,3000,0.1,78679,75679,4.371%,27.274%,145,145,200,0,0,0
4463,447,B6,4,463951,A6,176,1449903,1518920,13.5%,1645640,1723974,1645640,1723974,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,78334,75334,4.37%,27.274%,0,0,0,0,200,0
4464,447,B6,5,463951,A6,176,1449903,1518920,13.0%,1638390,1716379,1638390,1716379,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,77989,74989,4.369%,27.274%,0,0,0,0,200,0
4465,447,B6,6,463951,A6,176,1449903,1518920,12.5%,1631141,1708785,1631141,1708785,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,77644,74644,4.368%,27.274%,0,0,0,0,200,0
4466,447,B6,7,463951,A6,176,1449903,1518920,12.0%,1623891,1701190,1623891,1701190,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,77299,74299,4.367%,27.274%,0,0,0,0,200,0
4467,447,B6,8,463951,A6,176,1449903,1518920,11.5%,1616642,1693595,1616642,1693595,Education,6000000,9000000,9,5e-05,27.274%,42.726%,0,0,0,0,200,3000,0.1,76954,73954,4.367%,27.274%,0,0,0,0,200,0
