,Iteration,B Type,Constructor,Land Cost,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-After-Education,U3-After-Education,S,Price Difference,Price Difference- After Subsidy,P2-Subsidized-Relative-Percent,U2-After-Subsidy,M2-After-Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,H1,H2,Constructor Profit
1230,124,B5,1,663515,271128420,280818199,15.0%,1896887,1976256,1896887,1978255,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,81368,79368,4.012%,23.799%,476,200,200,276,0,40669290.0,51554600,51554600
1231,124,B5,2,663515,271128420,280818199,14.5%,1888640,1967664,1888640,1969362,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,80722,78722,3.997%,23.799%,276,200,200,76,0,39313610.0,49836000,49836000
1232,124,B5,3,663515,271128420,280818199,14.0%,1880392,1959071,1880392,1960468,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,80076,78076,3.983%,23.799%,76,76,0,0,200,37957960.0,46185000,46185000
1233,124,B5,4,663515,271128420,280818199,13.5%,1872145,1950479,1872145,1951575,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,79430,77430,3.968%,23.799%,0,0,0,0,200,36602280.0,44535600,44535600
1234,124,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,78784,76784,3.952%,23.799%,0,0,0,0,200,35246730.0,42886200,42886200
1235,124,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,78139,76139,3.937%,23.799%,0,0,0,0,200,33891030.0,41236600,41236600
1236,124,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77493,75493,3.922%,23.799%,0,0,0,0,200,32535400.0,39587200,39587200
1237,124,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76954,74954,3.912%,23.799%,0,0,0,0,200,31179720.0,37937800,37937800
1238,124,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76608,74608,3.911%,23.799%,0,0,0,0,200,29824150.0,36288200,36288200
1239,124,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76263,74263,3.911%,23.799%,0,0,0,0,200,28468520.0,34638800,34638800
1240,125,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,79369,77369,4.429%,23.799%,476,200,200,276,0,34682340.0,45567600,45567600
1241,125,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,79024,77024,4.429%,23.799%,276,200,200,76,0,33526260.0,44048600,44048600
1242,125,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,78679,76679,4.428%,23.799%,76,76,0,0,200,32370160.0,40597200,40597200
1243,125,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,78334,76334,4.428%,23.799%,0,0,0,0,200,31214080.0,39147400,39147400
1244,125,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77989,75989,4.427%,23.799%,0,0,0,0,200,30058030.0,37697400,37697400
1245,125,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77644,75644,4.427%,23.799%,0,0,0,0,200,28901950.0,36247600,36247600
1246,125,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77299,75299,4.426%,23.799%,0,0,0,0,200,27745800.0,34797600,34797600
1247,125,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76954,74954,4.426%,23.799%,0,0,0,0,200,26589850.0,33347800,33347800
1248,125,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76608,74608,4.425%,23.799%,0,0,0,0,200,25433750.0,31897800,31897800
1249,125,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76263,74263,4.425%,23.799%,0,0,0,0,200,24277670.0,30448000,30448000
1250,126,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,79369,77369,5.171%,23.799%,476,200,200,276,0,28146740.0,39032000,39032000
1251,126,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,79024,77024,5.17%,23.799%,276,200,200,76,0,27208510.0,37731000,37731000
1252,126,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,78679,76679,5.17%,23.799%,76,76,0,0,200,26270310.0,34497400,34497400
1253,126,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,78334,76334,5.169%,23.799%,0,0,0,0,200,25332080.0,33265400,33265400
1254,126,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77989,75989,5.169%,23.799%,0,0,0,0,200,24393780.0,32033200,32033200
1255,126,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77644,75644,5.168%,23.799%,0,0,0,0,200,23455630.0,30801200,30801200
1256,126,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,77299,75299,5.167%,23.799%,0,0,0,0,200,22517400.0,29569200,29569200
1257,126,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76954,74954,5.167%,23.799%,0,0,0,0,200,21579120.0,28337200,28337200
1258,126,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76608,74608,5.166%,23.799%,0,0,0,0,200,20640950.0,27105000,27105000
1259,126,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Education,4000000,11000000,11,5e-05,23.799%,46.201%,2000,76263,74263,5.166%,23.799%,0,0,0,0,200,19702720.0,25873000,25873000
1260,127,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,82147,80647,1.798%,28.034%,561,200,200,361,0,103857940.0,114743200,114743200
1261,127,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81790,80290,1.798%,28.034%,361,200,200,161,0,100396010.0,110918400,110918400
1262,127,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81433,79933,1.798%,28.034%,161,161,200,0,0,96934110.0,107093600,107093600
1263,127,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81076,79576,1.798%,28.034%,0,0,0,0,200,93472080.0,101405400,101405400
1264,127,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80718,79218,1.798%,28.034%,0,0,0,0,200,90010180.0,97649600,97649600
1265,127,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80361,78861,1.798%,28.034%,0,0,0,0,200,86548300.0,93894000,93894000
1266,127,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80004,78504,1.798%,28.034%,0,0,0,0,200,83086400.0,90138200,90138200
1267,127,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79647,78147,1.798%,28.034%,0,0,0,0,200,79624450.0,86382400,86382400
1268,127,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79290,77790,1.798%,28.034%,0,0,0,0,200,76162470.0,82626600,82626600
1269,127,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78933,77433,1.798%,28.034%,0,0,0,0,200,72700520.0,78870800,78870800
1270,128,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,82147,80647,2.545%,25.116%,502,200,200,302,0,70676940.0,81562200,81562200
1271,128,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81790,80290,2.545%,25.116%,302,200,200,102,0,68321010.0,78843400,78843400
1272,128,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81433,79933,2.545%,25.116%,102,102,200,0,0,65965110.0,76124600,76124600
1273,128,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81076,79576,2.545%,25.116%,0,0,0,0,200,63609260.0,71542400,71542400
1274,128,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80718,79218,2.545%,25.116%,0,0,0,0,200,61253330.0,68892800,68892800
1275,128,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80361,78861,2.545%,25.116%,0,0,0,0,200,58897430.0,66243000,66243000
1276,128,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80004,78504,2.545%,25.116%,0,0,0,0,200,56541600.0,63593400,63593400
1277,128,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79647,78147,2.545%,25.116%,0,0,0,0,200,54185650.0,60943600,60943600
1278,128,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79290,77790,2.545%,25.116%,0,0,0,0,200,51829750.0,58293800,58293800
1279,128,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78933,77433,2.545%,25.116%,0,0,0,0,200,49473870.0,55644200,55644200
1280,129,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,82147,80647,3.106%,25.116%,502,200,200,302,0,56256640.0,67141800,67141800
1281,129,B3,2,1183094,375044220,384733999,14.5%,2483558,2562582,2503312,2585102,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81790,80290,3.106%,25.116%,302,200,200,102,0,54381410.0,64903800,64903800
1282,129,B3,3,1183094,375044220,384733999,14.0%,2472712,2551391,2492087,2573520,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81433,79933,3.106%,25.116%,102,102,200,0,0,52506160.0,62665800,62665800
1283,129,B3,4,1183094,375044220,384733999,13.5%,2461867,2540201,2480862,2561938,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81076,79576,3.106%,25.116%,0,0,0,0,200,50630960.0,58564200,58564200
1284,129,B3,5,1183094,375044220,384733999,13.0%,2451022,2529011,2469637,2550356,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80718,79218,3.106%,25.116%,0,0,0,0,200,48755730.0,56395200,56395200
1285,129,B3,6,1183094,375044220,384733999,12.5%,2440177,2517820,2458413,2538774,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80361,78861,3.106%,25.116%,0,0,0,0,200,46880550.0,54226200,54226200
1286,129,B3,7,1183094,375044220,384733999,12.0%,2429332,2506630,2447188,2527192,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80004,78504,3.106%,25.116%,0,0,0,0,200,45005350.0,52057200,52057200
1287,129,B3,8,1183094,375044220,384733999,11.5%,2418486,2495440,2435963,2515610,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79647,78147,3.106%,25.116%,0,0,0,0,200,43130100.0,49888000,49888000
1288,129,B3,9,1183094,375044220,384733999,11.0%,2407641,2484250,2424738,2504028,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79290,77790,3.107%,25.116%,0,0,0,0,200,41254870.0,47719000,47719000
1289,129,B3,10,1183094,375044220,384733999,10.5%,2396796,2473059,2413513,2492446,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78933,77433,3.107%,25.116%,0,0,0,0,200,39379670.0,45550000,45550000
1290,130,B4,1,930283,324482020,334171799,15.0%,2203670,2283039,2213628,2295775,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,82147,80647,3.513%,25.116%,502,200,200,302,0,48672340.0,59557600,59557600
1291,130,B4,2,930283,324482020,334171799,14.5%,2194089,2273113,2203712,2285502,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81790,80290,3.513%,25.116%,302,200,200,102,0,47049910.0,57572200,57572200
1292,130,B4,3,930283,324482020,334171799,14.0%,2184508,2263187,2193795,2275228,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81433,79933,3.513%,25.116%,102,102,200,0,0,45427510.0,55587000,55587000
1293,130,B4,4,930283,324482020,334171799,13.5%,2174927,2253261,2183879,2264954,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81076,79576,3.513%,25.116%,0,0,0,0,200,43805080.0,51738400,51738400
1294,130,B4,5,930283,324482020,334171799,13.0%,2165346,2243334,2173962,2254681,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80718,79218,3.514%,25.116%,0,0,0,0,200,42182650.0,49822200,49822200
1295,130,B4,6,930283,324482020,334171799,12.5%,2155764,2233408,2164046,2244407,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80361,78861,3.514%,25.116%,0,0,0,0,200,40560230.0,47905800,47905800
1296,130,B4,7,930283,324482020,334171799,12.0%,2146183,2223482,2154129,2234133,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80004,78504,3.514%,25.116%,0,0,0,0,200,38937800.0,45989600,45989600
1297,130,B4,8,930283,324482020,334171799,11.5%,2136602,2213556,2144213,2223860,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79647,78147,3.514%,25.116%,0,0,0,0,200,37315450.0,44073400,44073400
1298,130,B4,9,930283,324482020,334171799,11.0%,2127021,2203629,2134296,2213586,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79290,77790,3.514%,25.116%,0,0,0,0,200,35692970.0,42157200,42157200
1299,130,B4,10,930283,324482020,334171799,10.5%,2117440,2193703,2124380,2203312,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78933,77433,3.514%,25.116%,0,0,0,0,200,34070590.0,40241000,40241000
1300,131,B5,1,663515,271128420,280818199,15.0%,1896887,1976256,1896887,1978255,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,81368,79868,4.037%,25.116%,502,200,200,302,0,40669290.0,51554600,51554600
1301,131,B5,2,663515,271128420,280818199,14.5%,1888640,1967664,1888640,1969362,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80722,79222,4.023%,25.116%,302,200,200,102,0,39313610.0,49836000,49836000
1302,131,B5,3,663515,271128420,280818199,14.0%,1880392,1959071,1880392,1960468,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,80076,78576,4.008%,25.116%,102,102,200,0,0,37957960.0,48117600,48117600
1303,131,B5,4,663515,271128420,280818199,13.5%,1872145,1950479,1872145,1951575,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79430,77930,3.993%,25.116%,0,0,0,0,200,36602280.0,44535600,44535600
1304,131,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78784,77284,3.978%,25.116%,0,0,0,0,200,35246730.0,42886200,42886200
1305,131,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78139,76639,3.963%,25.116%,0,0,0,0,200,33891030.0,41236600,41236600
1306,131,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77493,75993,3.948%,25.116%,0,0,0,0,200,32535400.0,39587200,39587200
1307,131,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76954,75454,3.938%,25.116%,0,0,0,0,200,31179720.0,37937800,37937800
1308,131,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76608,75108,3.937%,25.116%,0,0,0,0,200,29824150.0,36288200,36288200
1309,131,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76263,74763,3.937%,25.116%,0,0,0,0,200,28468520.0,34638800,34638800
1310,132,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79369,77869,4.458%,25.116%,502,200,200,302,0,34682340.0,45567600,45567600
1311,132,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79024,77524,4.458%,25.116%,302,200,200,102,0,33526260.0,44048600,44048600
1312,132,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78679,77179,4.457%,25.116%,102,102,200,0,0,32370160.0,42529800,42529800
1313,132,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78334,76834,4.457%,25.116%,0,0,0,0,200,31214080.0,39147400,39147400
1314,132,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77989,76489,4.456%,25.116%,0,0,0,0,200,30058030.0,37697400,37697400
1315,132,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77644,76144,4.456%,25.116%,0,0,0,0,200,28901950.0,36247600,36247600
1316,132,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77299,75799,4.456%,25.116%,0,0,0,0,200,27745800.0,34797600,34797600
1317,132,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76954,75454,4.455%,25.116%,0,0,0,0,200,26589850.0,33347800,33347800
1318,132,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76608,75108,4.455%,25.116%,0,0,0,0,200,25433750.0,31897800,31897800
1319,132,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76263,74763,4.454%,25.116%,0,0,0,0,200,24277670.0,30448000,30448000
1320,133,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79369,77869,5.204%,25.116%,502,200,200,302,0,28146740.0,39032000,39032000
1321,133,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,79024,77524,5.204%,25.116%,302,200,200,102,0,27208510.0,37731000,37731000
1322,133,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78679,77179,5.203%,25.116%,102,102,200,0,0,26270310.0,36429800,36429800
1323,133,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,78334,76834,5.203%,25.116%,0,0,0,0,200,25332080.0,33265400,33265400
1324,133,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77989,76489,5.203%,25.116%,0,0,0,0,200,24393780.0,32033200,32033200
1325,133,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77644,76144,5.202%,25.116%,0,0,0,0,200,23455630.0,30801200,30801200
1326,133,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,77299,75799,5.202%,25.116%,0,0,0,0,200,22517400.0,29569200,29569200
1327,133,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76954,75454,5.201%,25.116%,0,0,0,0,200,21579120.0,28337200,28337200
1328,133,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76608,75108,5.201%,25.116%,0,0,0,0,200,20640950.0,27105000,27105000
1329,133,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Education,3000000,12000000,12,5e-05,25.116%,44.884%,1500,76263,74763,5.2%,25.116%,0,0,0,0,200,19702720.0,25873000,25873000
1330,134,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,82147,81147,1.809%,28.858%,577,200,200,377,0,103857940.0,114743200,114743200
1331,134,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,81790,80790,1.809%,28.858%,377,200,200,177,0,100396010.0,110918400,110918400
1332,134,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,81433,80433,1.809%,28.858%,177,177,200,0,0,96934110.0,107093600,107093600
1333,134,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,81076,80076,1.809%,28.858%,0,0,0,0,200,93472080.0,101405400,101405400
1334,134,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,80718,79718,1.809%,28.858%,0,0,0,0,200,90010180.0,97649600,97649600
1335,134,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,80361,79361,1.809%,28.858%,0,0,0,0,200,86548300.0,93894000,93894000
1336,134,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,80004,79004,1.809%,28.858%,0,0,0,0,200,83086400.0,90138200,90138200
1337,134,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,79647,78647,1.809%,28.858%,0,0,0,0,200,79624450.0,86382400,86382400
1338,134,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,79290,78290,1.809%,28.858%,0,0,0,0,200,76162470.0,82626600,82626600
1339,134,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,78933,77933,1.809%,28.858%,0,0,0,0,200,72700520.0,78870800,78870800
1340,135,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,82147,81147,2.561%,25.998%,520,200,200,320,0,70676940.0,81562200,81562200
1341,135,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,81790,80790,2.561%,25.998%,320,200,200,120,0,68321010.0,78843400,78843400
1342,135,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,81433,80433,2.561%,25.998%,120,120,200,0,0,65965110.0,76124600,76124600
1343,135,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,81076,80076,2.561%,25.998%,0,0,0,0,200,63609260.0,71542400,71542400
1344,135,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,80718,79718,2.561%,25.998%,0,0,0,0,200,61253330.0,68892800,68892800
1345,135,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,80361,79361,2.561%,25.998%,0,0,0,0,200,58897430.0,66243000,66243000
1346,135,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,80004,79004,2.561%,25.998%,0,0,0,0,200,56541600.0,63593400,63593400
1347,135,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,79647,78647,2.562%,25.998%,0,0,0,0,200,54185650.0,60943600,60943600
1348,135,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,79290,78290,2.562%,25.998%,0,0,0,0,200,51829750.0,58293800,58293800
1349,135,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,78933,77933,2.562%,25.998%,0,0,0,0,200,49473870.0,55644200,55644200
1350,136,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Education,2000000,13000000,13,5e-05,25.998%,44.002%,1000,82147,81147,3.125%,25.998%,520,200,200,320,0,56256640.0,67141800,67141800
